time_created,screen_name,name,tweet,loca_tion,descrip_tion,verified,followers,source,geo_enabled,retweet_count,truncated,lang,likes
2023-01-15 22:48:50+00:00,TolulopeAbeey,Atobatele Of Lagos👑,"@tamioladipo My goal as a realtypros investment global limited consultant is to give you an offer that is fair to all concern, thus that you would always choose my real estate/property  over any other company/brand in the real estate industry.",Lagos,Real Estate consultant/ Language Expert (for corporate communications)/ Public and International Affairs Analyst,False,821,Twitter for iPhone,False,0,False,en,0
2023-01-15 21:37:37+00:00,am_seantopsy,Temitope 🐦,"@SaxDaSage @Deji_Dokun Eleyi doesnt even need 1naira to start low cost housing and train services to lagos..  d train track.. exist already, get NRC approval, buy d train with loan and give real estate investor d land and terms &amp; conditions on pay back. Thatsall..  visionary leadership",Nigeria,Dad | Architect(Msc) | Project Manager |  Pro-Nigeria | Co-Founder Studio 8ltd | Nok furnitures,False,891,Twitter for Android,False,0,False,en,1
2023-01-15 21:34:32+00:00,RasheedAbolashe,RASHEED means Real Estate ©️,@Neverstop544 Yes you’re right.  It’s just about taking risk in what you believe in. I’ll be sharing an ebook about simplifying real estate in Nigeria.,"Lagos, Nigeria",Passionate about real estate & sharing my journey | Hoping to inspire and educate through my tweets | Building a strong rental portfolio | CEO @renoverhomes,False,306,Twitter for iPhone,True,0,False,en,0
2023-01-15 21:00:36+00:00,gtproperty1,Guaranty Property,"Get a Luxurious 3 Bedroom Flat Plus 1 Room BQ with premium facilities in Keisha’s Court!

When you own a unit in Keisha’s Court, you have a lifetime ownership of a RAPIDLY APPRECIATING QUALITY REAL ESTATE ASSET generating HIGH RETURNS ON YOUR INVESTMENT.","Lagos, Nigeria","Guaranty Property connects buyers and investors to land and houses for sale or investment in Lagos, Nigeria.
Chat me: https://t.co/1lkTYZSpiI",False,256,Twitter Web App,False,0,False,en,0
2023-01-15 20:59:19+00:00,Olisajohntoch,John Olisa,"More on 5 Most Profitable Real Estate Investments (Excerpts from video of Dr. Stephen Akintayo, GMD/CEO, GText Holdings).

(Part 6d) 

LAND BANKING

THINGS TO LOOK OUT FOR  

2. In Land Banking, consider proximity of your property to transportation points e.g Rail, Tarred Roads, https://t.co/yS0JpOzmBe",Nigeria,"Author of MY ALPHABET BOOK OF FINANCE; 

Realtor ( I sell Luxury Property in Nigeria, Dubai,UK and US);

Real Estate Leadership, Business and Law Coach",False,75,Twitter for Android,False,0,False,en,1
2023-01-15 20:57:30+00:00,Noskii_,Mu-Ayyad,"Someone paid 24$ for all of this at some point! 

Invest in Real Estate today! https://t.co/wmR35HG1Uo",Nigeria,,False,1325,Twitter for iPhone,True,0,False,en,0
2023-01-15 20:41:00+00:00,lily_oh_lily_,FM,@ValerieRoss14 'real estate investment/developer goons' Profit mongers.,Pacific Northwest,It is the mark of an educated mind to be able to entertain a thought without accepting it. - Aristotle,False,549,Twitter Web App,False,0,False,en,1
2023-01-15 20:35:25+00:00,nifoej,Billionaire Broker || Real Estate Advisor,"Are you still buying REAL ESTATE this year abi you still dey play?

Dey play 😂","Lagos, Nigeria.",Wealth Advisor || Real Estate Broker & Advisor || Graphic Designer || Content Creator ||,False,206,Twitter for Android,True,0,False,en,1
2023-01-15 20:35:18+00:00,Bushman1234567,Njoku Kelechi,"@bolajiayo I’m into real estate, bring money let me get you a piece of land without stress in Owerri","Owerri, Nigeria",,False,7,Twitter for iPhone,False,0,False,en,0
2023-01-15 20:33:04+00:00,L_blaq,Nnotum Bright,"@Abujalegist @bolajiayo What else do you want us to say. There're more that 20 real estate company in the SE lookn for buyers,and you're talking about explanation. Why not approach those companies and mak a deal. However, no Igbo will refuse selling a land that's available just bcos of tribe. I disagree","Lagos, Nigeria",Financial Consultant||Customer Relations Expert||Credit Analyst||Realtor||Football Fan - Arsenal,False,144,Twitter for Android,True,0,False,en,1
2023-01-15 20:14:36+00:00,johngozy,chigozie j. NWACHUKWU,@IwegbuLucky @Dr_chazduke Are all the listed on ground or Windspring Estate used them for commercial to sell their real estate business? Kindly enlighten in the current happenings at the FTZ.,"Asaba, NG","A Public Health professional, Medical Laboratory Scientist (MLP), consummate father and husband; healthcare entrepreneur. Australia Global Alumnus.",False,114,Twitter for Android,False,0,False,en,0
2023-01-15 20:05:37+00:00,Owiny123,OWINY hakim,The most important and valuable Real Estate of any society is the Mindset of leaders and members of that society or community. @WashFellowship @YALINetwork @theCHIVE @_AfricanUnion @CoolFMNigeria @splcenter @IRR_SouthAfrica @southafricauk @Kennedy_School @ObamaFoundation @cobbo3,Uganda,"Building Communities that gives Meaning & purpose to every Life. MWF 2021, AEI 2022, ACEA 2021
#Volunteer
#AMinuteWithPresident   
#10MillionTreesMarathon",False,164,Twitter Web App,True,0,False,en,1
2023-01-15 19:59:17+00:00,actuallawal,Actual Lawal,"business, while others may do so through investing in the stock market or real estate. Some people may also achieve wealth through high-paying careers or by inheriting money from family members. It's important to find a path that aligns with your skills, interests, and values.","Edo, Nigeria","if you think the price for success is too high, wait till regret hands you a bill.",False,436,Twitter for Android,False,0,False,en,1
2023-01-15 19:56:38+00:00,bossladyempire_,Realtor Annabel Oluchi #Obidient,"Hello Sally, I love the positive vibes you bring to this space ❤️❤️
Is it possible to get a referral from you to some of your great friends as regards to business;  Real Estate matters. I'm a Realtor with Pwan Real Estate, and we have landed and house properties all over 1/2 https://t.co/gzE6EpF23d","Owerri, Nigeria","IG@bossladyempire__, business consultant, Realtor,security installer, entrepreneur & general merchandise 🌹#Obi-dientfc",False,9698,Twitter for Android,True,0,False,en,2
2023-01-15 19:55:43+00:00,realjovii,chomyreal,"7 Hectares of land for sale in Kuje, Abuja. All documents is complete, With CofO. Good for farm and real estate, if interested please dm.
#AbujaTwitterCommunity #abuja https://t.co/3JWGakKt3C",,"Very ambitious, fashion lover,milliner, IT, Agile project manager, product manager, UI/UX, web3 curious. mentee @web3ladies, solving bounties @chainwhiz",False,1374,Twitter for iPhone,True,2,False,en,2
2023-01-15 19:43:16+00:00,Fabian__George,Fabian George | Real Estate x Tech🇳🇬🇬🇸🇬🇪,"I am not the best real estate developer but we can build a future together.

Pick up line for Realtors😂","Ilorin, Nigeria","I can help you invest in real estate with as low as $50/20,000 NGN. Ask me how!",False,754,Twitter for iPhone,True,0,False,en,3
